wikiname;variations;author;author_firstname;wikiID;freq;repoID;pub_year;genre;text_source;normalised_title;best_match_student_eds;student_edition;score_student_eds;author_complete;best_match_works;works;score_works
THREE_WEEKS;['Three Weeks'];Glyn;Elinor;noWikiID;3;8899;1907;novel;Gutenberg-US;three weeks;a room of one's own and three guineas;0;85.5;elinor glyn;glyn w. humphreys;0;85.5
THROUGH_THE_LOOKING-GLASS;['Through the Looking Glass', 'Through the Looking-Glass', 'Through the Looking Glass'];Carroll;Lewis;Q220331;4;12;1871;(['fantasy'], ['novel']);Gutenberg-US;through the looking-glass;alice's adventures in wonderland and through the looking-glass;1;90;lewis carroll;lewis carroll;1;100
THYRZA;['Thyrza'];Gissing;George;noWikiID;4;4302;1887;novel;Gutenberg-US;thyrza;ruth;0;60;george gissing;george gissing;1;100
TIME_AND_THE_GODS;['Time and the Gods'];Plunkett;Edward;Q7805268;1;8183;1906;(['fantasy'], ['short story']);Gutenberg-US;time and the gods;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;edward plunkett;edward flanders ricketts;0;85.5
TOM_BROWN'S_SCHOOL_DAYS;"[""Tom Brown's Schooldays"", ""Tom Brown's School Days""]";Hughes;Thomas;Q7815084;11;1480;1857;"(['school story', ""children's literature"", 'autobiographical fiction'], ['novel'])";Gutenberg-US;tom brown's school days;tom brown's schooldays;1;97.77777778;thomas hughes;thomas hughes;1;100
TOMMY_AND_GRIZEL;['Tommy and Grizel'];Barrie;J. M. ;Q124090899;3;11901;1900;novel;Gutenberg-US;tommy and grizel;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;j. m.  barrie;j. m barrie;1;91.66666667
TONO-BUNGAY;['Tono-Bungay'];Wells;H. G. ;Q1535422;18;718;1909;(['science fiction'], ['novel']);Gutenberg-US;tono-bungay;journals: captain scott's last expedition;0;54.40909091;h. g.  wells;h. l mencken, (henry louis);0;85.5
TREASURE_ISLAND;['Treasure Island'];Stevenson;Robert Louis;Q185118;20;120;1883;(['coming-of-age fiction', 'nautical fiction', 'adventure fiction', 'pirate fiction'], ['novel']);Gutenberg-US;treasure island;treasure island;1;100;robert louis stevenson;robert louis stevenson;1;100
TRILBY_(NOVEL);['Trilby'];Maurier;George du;Q1691967;4;39858;1894;(['Gothic fiction'], ['novel']);Gutenberg-US;trilby (novel);trilby;1;90;george du maurier;george du maurier;1;100
TWO_LITTLE_SAVAGES;['Two Little Savages'];Seton;Ernest Thompson;noWikiID;1;13499;1903;story;Gutenberg-US;two little savages;just so stories for little children;0;85.5;ernest thompson seton;andy thompson;0;85.5
TWO_ON_A_TOWER;['Two on a Tower'];Hardy;Thomas;Q7859431;1;3146;1882;([], ['novel']);Gutenberg-US;two on a tower;the apple cart, too true to be good, on the rocks, and millionairess;0;85.5;thomas hardy;thomas hardy;1;100
TYPHOON;['Typhoon'];Conrad;Joseph;Q1329329;1;1142;1903;novella;Gutenberg-US;typhoon;typhoon and other tales;1;90;joseph conrad;joseph conrad;1;100
UNCLE_SILAS;['Uncle Silas'];Sheridan Le Fanu;Joseph;Q3835925;1;14851;1864;(['Gothic novel', 'thriller novel'], []);Gutenberg-US;uncle silas;silas marner: the weaver of raveloe;0;85.5;joseph sheridan le fanu;joseph sheridan le fanu;1;100
UNDER_THE_GREENWOOD_TREE;['Under the Greenwood Tree'];Hardy;Thomas;Q2251594;3;2662;1872;([], ['novel']);Gutenberg-US;under the greenwood tree;under the greenwood tree;1;100;thomas hardy;thomas hardy;1;100
UNDER_WESTERN_EYES_(NOVEL);['Under Western Eyes'];Conrad;Joseph;Q3685905;8;2480;1911;(['novel'], ['novel']);Gutenberg-US;under western eyes (novel);under western eyes;1;95;joseph conrad;joseph conrad;1;100
UNKNOWN_TO_HISTORY;['Unknown to History'];Yonge;Charlotte;noWikiID;1;4596;1882;novel;Gutenberg-US;unknown to history;the apple cart, too true to be good, on the rocks, and millionairess;0;85.5;charlotte yonge;charlotte young;0;93.33333333
VALPERGA;['Valperga: or, The Life and Adventures of Castruccio, Prince of Lucca'];Shelley;Mary;noWikiID;1;"63337; 63338; 63339";1823;;Gutenberg-US;valperga;the phantom of the opera;0;60;mary shelley;mary richards, (mary elizabeth);0;85.5
VANITY_FAIR_(NOVEL);['Vanity Fair', 'Vanity Fair: A Novel without a Hero'];Thackeray;William Makepeace;Q612836;54;599;1847;(['satirical fiction'], ['novel']);Gutenberg-US;vanity fair (novel);vanity fair;1;90;william makepeace thackeray;william makepeace thackeray;1;100
VARNEY_THE_VAMPIRE;['Varney the Vampire'];Rymer/Prest;James Malcolm/Thomas Peckett;Q1987925;1;14833;1845;(['vampire fiction', 'Gothic fiction'], ['novel']);Gutenberg-US;varney the vampire;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;james malcolm/thomas peckett rymer/prest;harry james barlow;0;85.5
VATHEK;['Vathek'];Beckford;William;Q54548;8;42401;1786;(['fantasy', 'Oriental fantasy', 'Gothic fiction', 'fiction', 'narration'], ['novel']);Gutenberg-US;vathek;vathek;1;100;william beckford;william beckford;1;100
VERTUE_REWARDED;['The Irish Princess'];;;Q104811485;1;ECCO;1693;novel;ECCO;vertue rewarded;pamela: or virtue rewarded;0;85.5;;;0;
VILLETTE_(NOVEL);['Villette', 'In Villette'];Brontë;Charlotte;Q2449570;44;9182;1853;(['Bildungsroman', 'Victorian literature'], ['novel']);Gutenberg-US;villette (novel);villette;1;90;charlotte brontë;charlotte brontë;1;100
VIVIAN_GREY;['Vivian Grey'];Disreali;Benjamin;Q7937713;1;9840;1826;([], ['novel']);Gutenberg-US;vivian grey;agnes grey;0;66.66666667;benjamin disreali;benjamin disraeli;1;94.11764706
VRIL;['The Coming Race'];Bulwer-Lytton;Edward;Q510699;6;1951;1871;(['social science fiction', 'lost world fiction', 'speculative/fantastic fiction', 'utopian novel', 'fantasy', 'dystopian fiction'], ['novel']);Gutenberg-US;vril;villette;0;77.14285714;edward bulwer-lytton;edward burman;0;85.5
WAVERLEY;['Waverley'];Scott;Walter;Q678251;186;4966;1814;(['historical novel', 'picaresque novel', 'Bildungsroman'], []);Gutenberg-US;waverley;waverley;1;100;walter scott;walter scott;1;100
WAYFARERS;['Wayfarers'];Snaith;J. C. ;noWikiID;2;34776;1902;novel;Gutenberg-US;wayfarers;tarr;0;67.5;j. c.  snaith;c. r twidale, (charles rowland);0;85.5
WEIR_OF_HERMISTON;['Weir of Hermiston'];Stevenson;Robert Louis;Q1213386;1;380;1896;novel;Gutenberg-US;weir of hermiston;a journey to the western islands of scotland and the journal of a tour to the hebrides;0;85.5;robert louis stevenson;robert louis stevenson;1;100
WESTWARD_HO;['Westward Ho'];Kingsley;Charles;noWikiID;3;1860;1855;novel;Gutenberg-US;westward ho;tarr;0;67.5;charles kingsley;charles c kingsley;1;95
WET_MAGIC;['Wet Magic'];Nesbit;Edith;noWikiID;1;50361;1913;children's book;Gutenberg-US;wet magic;what maisie knew;0;63.52941176;edith nesbit;roy conyers nesbit;0;85.5
WHAT_MAISIE_KNEW;['What Maisie Knew'];James;Henry;Q2943614;5;7118;1897;(['novel'], ['novel']);Gutenberg-US;what maisie knew;what maisie knew;1;100;henry james;henry james;1;100
WILD_ANIMALS_I_HAVE_KNOWN;['Wild Animals I Have Known'];Seton;Ernest Thompson;Q8000500;1;3031;1898;collection of children's stories;Gutenberg-US;wild animals i have known;jonathan wild;0;85.5;ernest thompson seton;andy thompson;0;85.5
WILLING_TO_DIE;['Willing to Die'];Sheridan Le Fanu;Joseph;noWikiID;1;34662;1873;novel;Gutenberg-US;willing to die;the apple cart, too true to be good, on the rocks, and millionairess;0;85.5;joseph sheridan le fanu;joseph sheridan le fanu;1;100
WINTER_EVENING_TALES;['Winter Evening Tales'];Barr;Amelia E.;Q96415343;4;16222;1820;collection of narratives;Gutenberg-US;winter evening tales;horror stories: classic tales from hoffmann to hodgson;0;85.5;amelia e. barr;e. w hildick, (edmund wallace);0;85.5
WITH_THE_NIGHT_MAIL;['With the Night Mail'];Kipling;Rudyard;noWikiID;3;29135;1905;novella;Gutenberg-US;with the night mail;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;rudyard kipling;rudyard kipling;1;100
WIVES_AND_DAUGHTERS;['Wives and Daughters'];Gaskell;Elizabeth;Q2453239;4;4274;1864;([], ['novel']);Gutenberg-US;wives and daughters;wives and daughters;1;100;elizabeth gaskell;elizabeth norton, (historian);0;85.5
WUTHERING_HEIGHTS;['Wuthering Heights', 'Inside Wuthering Heights'];Brontë;Emily;Q202975;59;768;1847;(['Gothic fiction', 'Victorian literature', 'Gothic novel', 'Romantic novel'], ['novel']);Gutenberg-US;wuthering heights;wuthering heights;1;100;emily brontë;emily bronte¨;1;88
YEAST;['Yeast'];Kingsley;Charles;noWikiID;2;10364;1848;novel;Gutenberg-US;yeast;east lynne;0;80;charles kingsley;charles c kingsley;1;95
ZASTROZZI;['Zastrozzi', 'Zastrozzi: A Romance'];Shelley;Percy Bysshe;Q8067086;4;http://gutenberg.net.au/ebooks06/0606461h.html;1810;(['Gothic fiction'], ['novel']);Gutenberg-AUS;zastrozzi;troilus and criseyde: a new translation;0;55.38461538;percy bysshe shelley;percy bysshe shelley;1;100
ZOE;['Zoe'];Whitaker;Evelyn;noWikiID;1;30366;1890;novel;Gutenberg-US;zoe;ivanhoe;0;72;evelyn whitaker;evelyn l evans, (evelyn laura);0;85.5
ZULEIKA_DOBSON;['Zuleika Dobson'];Beerbohm;Max;Q8075113;2;1845;1911;(['satire'], ['novel']);Gutenberg-US;zuleika dobson;lorna doone: a romance of exmoor;0;52.5;max beerbohm;neil max tomlinson;0;85.5
