title;Athenaeum
A New Geological Exposition of the World's Past History and Future Destiny 1928 (October 8,1864);1
New Germany: its Modern History, Philosophy, Religion, and Arts 1447 (July 21,1855);1
The New Gil Blas. Second Edition 317 (November 23,1833);1
The New Gospel of Peace according to St. Benjamin 2050 (February 9,1867);1
A New Grammar of the French Language 1147 (October 20,1849);1
A New Grammar of the French Language 1325 (March 19,1853);1
New Grammar of the Spanish Language 998 (December 12,1846);1
New Granada: Twenty Months in the Andes 1529 (February 14,1857);1
A New Greek Delectus 1240 (August 2,1851);1
New Grooves 2260 (February 18,1871);1
New Ground 2132 (September 5,1868);1
A New Hebrew Lexicon 1119 (April 7,1849);1
A New History of Painting in Italy, from the Second to the Fifteenth Century. Volume III 2010 (May 5,1866);1
A New History of Painting in Italy 1936 (December 3,1864);1
New History of Paris 763 (June 11,1842);1
A New History of Rome, for the Use of Schools and Families 2093 (December 7,1867);1
A New History of the Conquest of Mexico 1661 (August 27,1859);1
"A New Home - Who'll Follow? or, Glimpses of Western Life; by an Actual Settler 635 (December 28,1839)";1
New Illustrated Self-Instructor in Phrenology and Physiology 1756 (June 22,1861);1
A New Interpretation of Daniel X.i. The Conquest of England, beginning about the end of 1866, as Predicted by the Prophet Daniel, 2,400 years ago 2049 (February 2,1867);1
A New Introduction to Logic 1344 (July 30,1853);1
A new Introduction to the Mathematics 650 (April 11,1840);1
A New Latin and English Grammar 1185 (July 13,1850);1
A New Latin Delectus 1304 (October 23,1852);1
A New Latin Delectus 2109 (March 28,1868);1
A New Latin Verse-Book 2109 (March 28,1868);1
The New Law of Marriage and Divorce, Popularly Explained 1565 (October 24,1857);1
A New Letter-Writer for the Use of Gentlemen and Ladies 1461 (October 27,1855);1
A New Life of Jesus. Fourth notice 1996 (January 27,1866);1
A New Life of Jesus. Second notice 1994 (January 13,1866);1
A New Life of Jesus. Third notice 1995 (January 20,1866);1
A New Life of Jesus 1993 (January 6,1866);1
A New List of the Flowering Plants and Ferns 1712 (August 18,1860);1
The New London Jest Book 2279 (July 1,1871);1
A New Method of Studying Foreign Languages 1855 (May 16,1863);1
A New Metrical Translation of the Book of Psalms, accentuated for Chanting 1579 (January 30,1858);1
The New Mnemonic Chart, and Guide to the Art of Memory 1120 (April 14,1849);1
The New Navy List 964 (April 18,1846);1
New Nobility 2068 (June 15,1867);1
New Observations upon the Structure and Formation of certain Nervous Centres 1939 (December 24,1864);1
A New Pantomime 1837 (January 10,1863);1
New Park Street Pulpit 1574 (December 26,1857);1
The New Parliament 1315 (January 8,1853);1
The New Pastoral 1448 (July 28,1855);1
New Physiognomy 2071 (July 6,1867);1
New Pictures and Old Panels 1625 (December 18,1858);1
The New Pitaval. Volumes XI. to XVI. 1226 (April 26,1851);1
The New Pitaval 1026 (June 26,1847);1
New Plottings in Aid of the Rebel Doctrine of State Sovereignty 1949 (March 4,1865);1
"New Poems; by Matthew Arnold 2079 (August 31,1867)";1
A New Practical and Easy German Grammar 2287 (August 26,1871);1
A New Practical and Easy Method of Learning the French Language 1356 (October 22,1853);1
A New Practical and Easy Method of Learning the French Language 1855 (May 16,1863);1
The New Priest in Conception Bay 1707 (July 14,1860);1
A New Proposal for a Geographical System of Measures and Weights 1948 (February 25,1865);1
A New Purchase 822 (July 29,1843);1
New Readings for the Motto of His Royal Highness the Prince of Wales, and for his Plume of Ostrich Feathers 1777 (November 16,1861);1
The New Road to Ruin 282 (March 23,1833);1
New Scenes of Russian Life 1856 (May 23,1863);1
The New School History of England 2201 (January 1,1870);1
A New Sea and an Old Land 2267 (April 8,1871);1
A New Series of Designs for Ornamental Cottages and Villas 590 (February 16,1839);1
A New Series of Tales for the Youth of Italy 1506 (September 6,1856);1
A New, Simple, and General Method of Solving Numerical Equations 788 (December 3,1842);1
New South Wales 1160 (January 19,1850);1
The New Sporting Magazine 218 (December 31,1831);1
A New Star Atlas 2229 (July 16,1870);1
The New Statistical Account of Scotland. Number 1 339 (April 26,1834);1
A New Supplement to Euclid's Geometry 699 (March 20,1841);1
A New System in the French Tongue 149 (September 4,1830);1
A New System of English Stenography 1898 (March 12,1864);1
A New System of French Pronunciation 1304 (October 23,1852);1
A New System of Geology 1120 (April 14,1849);1
A New System of Nature, on the Basis of the Holy Scriptures 1761 (July 27,1861);1
A New System of Short Hand 1093 (October 7,1848);1
The New Table-Book 2043 (December 22,1866);1
The New Testament. Illustrated by a Plain Explanatory Comment 1954 (April 8,1865);1
The New Testament. The Authorized English Version 2156 (February 20,1869);1
The New Testament. With Engravings from Designs by Fra Angelico, Etc 1934 (November 19,1864);1
The New Testament for English Readers. Volume I. Part I 1861 (June 27,1863);1
The New Testament for English Readers. Volume II. Part I 1963 (June 10,1865);1
The New Testament for English Readers: containing the Authorized Version. Volume I. Part II. The Gospel of St. John and the Acts 1889 (January 9,1864);1
The New Testament in Greek 1385 (May 13,1854);1
The New Testament of Our Lord and Saviour Jesus Christ, after the Authorized Version 2171 (June 5,1869);1
"The New Testament; translated from the text of Griesbach 660 (June 20,1840)";1
The New Testament 1243 (August 23,1851);1
The New Testament 2109 (March 28,1868);1
The New Testament 2167 (May 8,1869);1
The New Theology 1844 (February 28,1863);1
New Theorems, Tables and Diagrams for the Computation of Earthwork 1852 (April 25,1863);1
New Theories and the Old Faith 2235 (August 27,1870);1
A New Theory of Astronomy, deduced from the Latest Discoveries 1533 (March 14,1857);1
A New Theory of Geology 2079 (August 31,1867);1
A New Theory of Terrestrial Magnetism 315 (November 9,1833);1
A New Theory of the Tides 1003 (January 16,1847);1
A New Theory of Vegetable Physiology 1085 (August 12,1848);1
The New Timon. Part I 949 (January 3,1846);1
"The New Timon; a Romance of London 959 (March 14,1846)";1
New Tracks in North America 2186 (September 18,1869);1
A New Translation of the Hebrew Scriptures 638 (January 18,1840);1
A New Translation of the Psalms. Part I 2175 (July 3,1869);1
A New Translation of the Psalms. Part II 2229 (July 16,1870);1
A New Treatise of Mechanics 707 (May 15,1841);1
New Varieties of Gold and Silver Coins, Counterfeit Coins, and Bullion 1280 (May 8,1852);1
A New Variorum Edition of Shakespeare. Volume I 2264 (March 18,1871);1
New Views on Baldness 1854 (May 9,1863);1
A New Virgil Reader 2245 (November 5,1870);1
The New Water Weed 1326 (March 26,1853);1
"The New West; or, California in 1867 - 1868 2176 (July 10,1869)";1
The New World in 1859 1648 (May 28,1859);1
The New Year's Cake 1013 (March 27,1847);1
The New Year's Gift and Juvenile Souvenir. 1833 and 1834. Two notices 315 (November 9,1833);1
The New Year's Gift 158 (November 6,1830);1
The New Year's Token 364 (October 18,1834);1
The New York Pulpit in the Revival of 1858 1606 (August 7,1858);1
A New Yorker in the Foreign Office, and his Adventures in Paris 1600 (June 26,1858);1
New Zealand and its Colonization 1647 (May 21,1859);1
New Zealand and the War 1805 (May 31,1862);1
New Zealand Exhibition 1865 2044 (December 29,1866);1
New Zealand: its Physical Geography, Geology and Natural History 2135 (September 26,1868);1
New Zealand: its Present Condition, Prospects, and Resources 1475 (February 2,1856);1
The New Zealand Question and the Right of Aborigines 1093 (October 7,1848);1
The New Zealand Settler's Guide: a Sketch of the Present State of the Six Provinces 1536 (April 4,1857);1
New Zealand, South Australia, and New South Wales 736 (December 4,1841);1
New Zealand 787 (November 28,1842);1
New Zealand 948 (December 27,1845);1
New Zealand 1544 (May 30,1857);1
The New Zealanders 1040 (October 2,1847);1
The Newburys 1931 (October 29,1864);1
The Newcomes. Memoirs of a most Respectable Family 1449 (August 4,1855);1
The Newcomes. Number I. 1353 (October 1,1853);1
Newfoundland in 1842 774 (August 27,1842);1
Newfoundland v. Confederation 2032 (October 6,1866);1
The Newleafe Discourses on the Fine-Arts Architecture 999 (December 19,1846);1
The Newly-Married Couple 2289 (September 9,1871);1
Newlyn House 2040 (December 1,1866);1
The Newspaper Press of the Present Day 1714 (September 1,1860);1
The Newspaper Press 2293 (October 7,1871);1
Newstoke Priors 752 (March 26,1842);1
Newton Dogvane 1650 (June 11,1859);1
The Newtonian System of Astronomy 2106 (March 7,1868);1
The Next-Door Neighbours 1448 (July 28,1855);1
The Next Generation 2271 (May 6,1871);1
The Next Step 1115 (March 10,1849);1
Niccolo Marini 1841 (February 7,1863);1
Nice and its Climate 1396 (July 29,1854);1
Nicholas Ferrar 1442 (June 16,1855);1
Nicholas I 1385 (May 13,1854);1
The Niebelungen Treasure 1009 (February 27,1847);1
The Nieces of Mazarin 1564 (October 17,1857);1
Night: a Poem 2070 (June 29,1867);1
Night and Day Thoughts 806 (April 8,1843);1
Night and Morning 690 (January 16,1841);1
Night and the Soul 1409 (October 28,1854);1
The Night Fossickers, and other Australian Tales of Peril and Adventure 2074 (July 27,1867);1
A Night in the City of London 1391 (June 24,1854);1
The Night-Side of London 1538 (April 18,1857);1
The Night Side of Nature 1056 (January 22,1848);1
The Night Watch 908 (March 22,1845);1
The Night Watches: and other Poems 1842 (February 14,1863);1
Nightcaps: a Series of Juvenile Books 2141 (November 7,1868);1
Nights in the Harem 2055 (March 16,1867);1
Nightshade: a Novel 1546 (June 13,1857);1
Nil Desperandum 1647 (May 21,1859);1
The Nile Boat 1156 (December 22,1849);1
Nile Sketches 2300 (November 25,1871);1
The Nile Tributaries of Abyssinia, and the Sword Hunters of the Hamran Arabs 2088 (November 2,1867);1
The Nile without a Dragoman 2278 (June 24,1871);1
Nina Balatka 2053 (March 2,1867);1
Nina Sforza 646 (March 14,1840);1
Nina 1319 (February 5,1853);1
The Nine Days' Queen 2163 (April 10,1869);1
Nine Years on the North-West Frontier of India, from 1854 to 1863 2124 (July 11,1868);1
Nineteen Years in Polynesia 1745 (April 6,1861);1
The Nineteenth Century 1305 (October 30,1852);1
Ninety Days' Worth of Europe 1739 (February 23,1861);1
"Ninety-Three; or, the Story of the French Revolution from the Recollections of my French Tutor 2280 (July 8,1871)";1
Nineveh and its Remains. Three notices 1107 (January 13,1849);1
Nineveh and its Ruins 1420 (January 13,1855);1
Nineveh and Persepolis 1185 (July 13,1850);1
Nineveh 1395 (July 22,1854);1
Ninfa 1063 (March 11,1848);1
Ninth Report of the Church Education Society for Ireland 1138 (August 18,1849);1
Niobe: a Tale of Real Life 1529 (February 14,1857);1
"Niphon and Pe-che-li; or, Two Years in Japan and Northern China 1830 (November 22,1862)";1
Nirgis 2191 (October 23,1869);1
Nixus Plantarum 310 (October 5,1833);1
No Appeal 2216 (April 16,1870);1
No Church 1746 (April 13,1861);1
No Easy Task 2039 (November 24,1866);1
No Guiding Star 2122 (June 27,1868);1
No Man's Friend 2067 (June 8,1867);1
No Name 1836 (January 3,1863);1
"No Thoroughfare. Being the Extra Christmas Number of ""All the Year Round"" 2095 (December 21,1867)";1
No Union with Rome 2020 (July 14,1866);1
A Noble Aim 2116 (May 16,1868);1
The Noble and Gentle Men of England 1647 (May 21,1859);1
The Noble Heart 1167 (March 9,1850);1
The Noble Laird of Thornyburne 1452 (August 25,1855);1
A Noble Life 2001 (March 3,1866);1
Noble Love, and other Poems 2287 (August 26,1871);1
Noble Rivers, and Stories concerning Them 2095 (December 21,1867);1
Noble Traits of Kingly Men 1730 (December 22,1860);1
The Noble Traytour 1581 (February 13,1858);1
A Noble Woman 2111 (April 11,1868);1
Noblesse Oblige 2196 (November 27,1869);1
Nobly Born 2300 (November 25,1871);1
Nobly False 1850 (April 11,1863);1
Nobody's Fortune 2301 (December 2,1871);1
Les Noces de la Lune 1882 (November 21,1863);1
Noctes Ambrosianae. Volume I 1453 (September 1,1855);1
Noel D'Auvergne 2193 (November 6,1869);1
Noel 1970 (July 29,1865);1
The Nohant Theatre 1947 (February 18,1865);1
The Nomads of the North 2289 (September 9,1871);1
Nomenclature of Colours, Hues, Tints, and Shades, applicable to the Arts and Natural Sciences 941 (November 8,1845);1
Nomos 1496 (June 28,1856);1
Nonconformity and Liberty. Letters addressed to Thomas S. James, Esq. 2098 (January 11,1868);1
Nonpareil House 1469 (December 22,1855);1
The Nooks and By-Ways of Italy 2115 (May 9,1868);1
Nooks and Corners in Old France 2063 (May 11,1867);1
Nooks and Corners of English Life, Past and Present 2040 (December 1,1866);1
Nora Brady's Vow, and Mona the Vestal 2191 (October 23,1869);1
Norddeutschlands Seemacht 2230 (July 23,1870);1
Nordens Guder 1928 (October 8,1864);1
Nordufari 1411 (November 11,1854);1
Norica 1285 (June 12,1852);1
Norman France 2029 (September 15,1866);1
The Norman Invasion, and the Day of Rinrory: Poems 1536 (April 4,1857);1
Norman Sinclair 1783 (December 28,1861);1
Normandy, its Gothic Architecture and History 1936 (December 3,1864);1
Normandy Picturesque 2197 (December 4,1869);1
"Norman's Bridge; by the author of ""Emilia Wyndham"" 1028 (July 10,1847)";1
The Normans 2206 (February 5,1870);1
Normanton 1834 (December 20,1862);1
Normiton: a Dramatic Poem, in Two Parts. With other Miscellaneous Pieces 1575 (January 2,1858);1
Norris Castle 931 (August 30,1845);1
The Norris Papers 1007 (February 13,1847);1
Norris Seton 2185 (September 11,1869);1
The Norse-Folk 1555 (August 15,1857);1
A Norseman's Views of Britain and the British 1870 (August 29,1863);1
North America 1579 (January 30,1858);1
North America 1804 (May 24,1862);1
The North American Review. Number LXXXV. October 1834 367 (November 8,1834);1
"North and South; By the ""White Republican"" of Fraser's Magazine 1841 (February 7,1863)";1
North and South 1432 (April 7,1855);1
The North-Atlantic Sea-Bed. Part I 1824 (October 11,1862);1
