short_title;title;review_reference
EDWY;"EDWY; SON OF ETHELRED THE SECOND: AN HISTORIC TALE. BY A LADY. ADDRESSED (BY PERMISSION). TO THE RIGHT HONOURABLE THE COUNTESS OF WESTMORLAND. IN TWO VOLUMES.";
*THE EMBARRASSED ATTACHMENT;*THE EMBARRASSED ATTACHMENT.;
EUGENIA AND ADELAIDE;EUGENIA AND ADELAIDE, A NOVEL. IN TWO VOLUMES.;"CR n.s. 1: 469 (Dec 1791); MR n.s. 8: 341 (July 1792); AF II: 1329."
*FREDERICK AND ALICIA;"*FREDERICK AND ALICIA; OR, THE SORROWS OF LOVE. A NOVEL. 524 1791 CONTAINING THE CHARACTER OF AN HONOURABLE GENTLEMAN TOO WELL KNOWN BY THE NOBILITY AND OTHERS. BY THE AUTHOR OF LORD WINWORTH, &C.";"CRn.s.1:470(Apr 1791);AFII: 1521."
*GEORGINA HARCOURT;*GEORGINA HARCOURT, A NOVEL.;"CR n.s. 2: 477 (Aug 1791); AF II: 1596."
GERTRUDE;"GERTRUDE; OR, THE ORPHAN OF LLANFRUIST. A NOVEL. IN TWO VOLUMES.";"CR n.s. 2: 233 (June 1791); AF II: 1601."
THE HISTORY OF GEORGINA NEVILLE;"THE HISTORY OF GEORGINA NEVILLE; OR, THE DISINTERESTED ORPHAN. A NOVEL. IN TWO VOLUMES. BEING THE FIRST LITERARY ATTEMPT OF A YOUNG LADY. DEDICATED, WITH PERMISSION, TO THE HON. LADY WARREN.";"CR n.s. 2: 477 (Aug 1791); MR n.s. 7: 230 (Feb 1792); AF II: 1959."
IPHIGENIA;IPHIGENIA, A NOVEL. IN THREE VOLUMES.;"CR n.s. 4: 114 (Jan 1792); AF II: 2203."
LADY JANE GREY;LADY JANE GREY: AN HISTORICAL TALE. IN TWO VOLUMES.;"CR n.s. 3: 234-5 ( Oct 1791); AF II: 2448."
LAURA VALMONT;LAURA VALMONT, A NOVEL WRITTEN BY A LADY.;MR n.s. 8: 339 (July 1792).
*THE LIFE;*THE LIFE, ADVENTURES, AND HISTORY OF MISS MORETON, AND THE FAITHFUL COTTAGER.;CR n.s. 2: 355 (July 1791).
MAPLE VALE;MAPLE VALE, OR THE HISTORY OF MISS SIDNEY. IN THREE VOLUMES.;"CR n.s. I: 349 (Mar 1791); MR n.s. 4: 229 (Feb 1791); AF II: 2709."
MONIMIA;MONIMIA. A NOVEL. IN TWO VOLUMES.;"CRn.s. 3: 235 (Oct 1791);AFII: 2913."
PERSIANA;PERSIANA, THE NYMPH OF THE SEA. A NOVEL. IN THREE VOLUMES.;"CR n.s. 2: 356 (July 1791 ); AF II: 3315."
THE POLITE REPOSITORY OR;THE POLITE REPOSITORY OR, AMUSING COMPANION: A SELECTION OF TALES, ADVENTURES, HISTORIES, ANECDOTES, FROM THE BEST MODERN PUBLICATIONS. WITH A VARIETY OF ORIGINALS.;
THE SIEGE OF BELGRADE;THE SIEGE OF BELGRADE: AN HISTORICAL NOVEL. TRANSLATED FROM A GERMAN MANUSCRIPT. FOUR VOLUMES IN TWO.;"CR n.s. 2: 356 (July 1791); MR n.s. 5: 338-9 (July 1791); AF II: 4101."
SOMERVILLE BOWER;"SOMERVILLE BOWER; OR, THE ADVENTURES OF SOPHRONIA. IN A SERIES OF LETTERS. IN TWO VOLUMES.";"CR n.s. 1: 350 (Mar 1791); AF II: 4178."
THE VALE OF FELICITY;THE VALE OF FELICITY, OR SYLVAN HAPPINESS: POURTRAYED IN A SERIES OF LETTERS, MORAL AND ENTERTAINING. BY A LADY. IN TWO VOLUMES.;EngR 19: 71 (Jan 1792).
*WOODLEY PARK;"*WOODLEY PARK; OR, THE VICTIMS OF REVENGE. BY A LADY.";"CR n.s. 1: 350 (Mar 1791); AF II: 4926."
ELEGANT TALES;"ELEGANT TALES, HISTORIES, AND EPISTLES OF A MORAL TENDENCY; ON LOVE, FRIENDSHIP, MATRIMONY, CONJUGAL FELICITY, JEALOUSY, CONSTANCY, MAGNANIMITY, CHEERFULNESS, AND OTHER IMPORTANT SUBJECTS. BY THE AUTHOR OF WOMAN; OR, HISTORICAL SKETCHES OF THE FAIR SEX.";"MR n.s. 4: 93 (Jan 1791); AF II: 13."
THE LIBERTINE;THE LIBERTINE. A NOVEL. IN A SERIES OF LETTERS. BY JAMES BACON.;"CR n.s. 4: 352 (Mar 1792); AF II: 181."
ASPASIA;"ASPASIA; OR, THE DANGERS OF VANITY. A FRENCH STORY, TAKEN FROM REAL LIFE. IN TWO VOLUMES.";"CR n.s. 2: 233 (June 1791); AF II: 157."
THE HISTORY OF TOM WESTON;THE HISTORY OF TOM WESTON. A NOVEL, AFTER THE MANNER OF TOM JONES. BY GEORGE BREWER, ESQ. OF THE ROYAL NAVY. IN TWO VOLUMES.;"CR n.s. 1: 469-70 (Apr 1791); MR n.s. 5: 465-6 (Aug 1791);AF II: 461."
ALVAREZ;"ALVAREZ; OR, IRRESISTIBLE SEDUCTION: A SPANISH TALE. DEDICATED TO HIS ROYAL HIGHNESS THE PRINCE OF WALES.";"CR n.s. 3: 118 (Jan 1791); AF II: 75."
THE MODERN HERO IN THE KINGDOM OF CATHAI;THE MODERN HERO IN THE KINGDOM OF CATHAI. IN THE YEAR 90000. TRANSLATED FROM THE FRENCH OF MR. B. FRERE, DE CHERENSI.;EngR 20: 70 (July 1792).
THE SWORD;"THE SWORD; OR, FATHER BERTRAND'S HISTORY OF HIS OWN TIMES, FROM THE ORIGINAL MANUSCRIPT: BY ELIZA CLARKE, AUTHOR OF NARRATIVE POEMS, &C.";
GALATEA A PASTORAL ROMANCE;GALATEA A PASTORAL ROMANCE, IMITATED FROM CERVANTES BY M. DE FLORIAN. TRANSLATED BY AN OFFICER.;
STELLA;STELLA. A PASTORAL ROMANCE. TRANSLATED FROM THE FRENCH OF MON. DE FLORIAN. DEDICATED, BY PERMISSION, TO LADY BROUGHTON, BY MISS ELIZABETH MORGAN, AUTHORESS OF NUMA POMPILIUS.;
TANCRED;TANCRED. A TALE OF ANCIENT TIMES. BY J. FOX, JUN. IN TWO VOLUMES.;"CRn.s. 2: 355 (July 179l);AFII: 1498."
LIDORA;"LIDORA; AN ANCIENT CHRONICLE. FROM THE FRENCH OF MONS. DE GORGY, AUTHOR OF BLANSAY, VICTORINA, AND ST. ALMA. IN TWO VOLUMES.";"CRn.s. 2: 116 (May 1791); AF II: 1677."
*ST;*ST. ALMA, A NOVEL, FROM THE FRENCH OF M. DE GORGY, AUTHOR OF BLANSAY, &C.;"CRn.s. l: 469 (Apr 179l);AF II: 1679."
MEMOIRS OF ANTONINA;MEMOIRS OF ANTONINA, QUEEN OF ABO. DISPLAYING HER PRIVATE INTRIGUES, AND COMMON PASSIONS. WITH FAMILY SKETCHES, AND CURIOUS ANECDOTES OF GREAT PERSONS. TRANSLATED FROM THE FRENCH. TWO VOLUMES IN ONE.;GM61: 361 (Apr 1791).
A SIMPLE STORY;A SIMPLE STORY. IN FOUR VOLUMES. BY MRS. INCHBALD.;"CR n.s. 1: 207-13 (Feb 1791 ); MR n.s. 4: 434-8 (Apr 1791); AF II: 2175."
TERENTIA;"TERENTIA; A NOVEL. BY THE AUTHOR OF THE PLATONIC GUARDIAN, &C. IN TWO VOLUMES.";"CR n.s. 4: 352 (Mar 1792); AF II: 4393."
HERMIONE;HERMIONE, OR THE ORPHAN SISTERS. A NOVEL. IN FOUR VOLUMES.;"CR n.s. 2: 233 (June 1791); AF II: 2522."
THE FRENCH ADVENTURER;"THE FRENCH ADVENTURER; OR, MEMOIRS OF GREGOIRE MERVEIL, MARQUIS D'ERBEUIL. TRANSLATED FROM THE FRENCH OF M. LE SUIRE. IN THREE VOLUMES.";"CR n.s. 2: 234 (June 1791); AF II: 2488."
THE CIPHER;"THE CIPHER; OR, THE WORLD AS IT GOES.";"CR n.s. 2: 356 (July 1791); AF II: 986."
LAURA;"LAURA; A NOVEL. BY THE AUTHOR OF THE INDEPENDENT. IN TWO VOLUMES.";
DANISH MASSACRE;DANISH MASSACRE, AN HISTORIC FACT. BY THE AUTHOR OF MONMOUTH, A TALE. IN TWO VOLUMES.;"CRn.s. 3: 117-18 (Sept 179l);AF II: 2655."
FLIGHTS OF INFLATUS;"FLIGHTS OF INFLATUS; OR, THE SALLIES, STORIES, AND ADVENTURES OF A WILD-GOOSE PHILOSOPHER. BY THE AUTHOR OF THE TRIFLER. IN TWO VOLUMES.";"CR n.s. 6: 561 (App [Dec 1792/Jan 1793]); MR n.s. 8: 110 (May 1792); AF II: 1462."
THE HISTORY OF SIR GEOFFRY RESTLESS;THE HISTORY OF SIR GEOFFRY RESTLESS, AND HIS BROTHER CHARLES. BY THE AUTHOR OF THE TRIFLER. IN TWO VOLUMES.;"CR n.s. 4: 114 (Jan 1792); AF II: 2696."
MEMOIRS OF A SCOTS HEIRESS;MEMOIRS OF A SCOTS HEIRESS. ADDRESSED TO THE RIGHT HONOURABLE LADY CATHARINE******. BY THE AUTHOR OF CONSTANCE.;"CR n.s. 3: 356 (Nov 1791); MR n.s. 8: 340-1 (July 1792); AF II: 2757."
VIOLET HILL;VIOLET HILL: OR MEMOIRS OF CORDELIA, A FAIR FOUNDLING. BY E. MILES.;
ILLICIT LOVE;"ILLICIT LOVE: A NOVEL. BY MRS. MORRIS, AUTHOR OF THE RIVAL BROTHERS, A NOVEL; POEMS, &C. IN TWO VOLUMES.";EngR 19: 231 (Mar 1792).
POPULAR TALES OF THE GERMANS;POPULAR TALES OF THE GERMANS. TRANSLATED FROM THE GERMAN. IN TWO VOLUMES.;"CR n.s. 3: 56-7 (Sept 1791); MR n.s. 5: 467 (Aug 1791); AF II: 261."
EMILY BENSON;EMILY BENSON. A NOVEL. BY THE AUTHOR OF ALMERIA BELMORE.;
ERRORS OF EDUCATION;ERRORS OF EDUCATION. IN THREE VOLUMES. BY MRS. PARSONS. DEDICATED (BY PERMISSION) TO THE RIGHT HON. THE COUNTESS OF HILLSBORO UGH.;"CRn.s. 3: 234 (Oct 1791); AF II: 3233."
THE BLIND CHILD;THE BLIND CHILD, OR ANECDOTES OF THE WYNDHAM FAMILY. WRITTEN FOR THE USE OF YOUNG PEOPLE. BY A LADY.;"CR n.s. 4: 116 ( 1792); MR n.s. 8: 340 ( 1792); AF II: 3368."
WILLIAM THORNBOROUGH;WILLIAM THORNBOROUGH, THE BENEVOLENT QUIXOTE. IN FOUR VOLUMES.;CR n.s. l: 470-1 (Apr 1791).
THE ROMANCE OF THE FOREST;"THE ROMANCE OF THE FOREST: INTERSPERSED WITH SOME PIECES OF POETRY. BY THE AUTHORESS OF ""A SICILIAN ROMANCE,"" &C. IN THREE VOLUMES.";"CR n.s. 4: 458-60 (Apr 1792); MR n.s. 8: 82-7 (May 1792); AF II: 3674."
THE SCHOOL FOR WIDOWS;THE SCHOOL FOR WIDOWS. A NOVEL. IN THREE VOLUMES. BY CLARA REEVE, AUTHOR OF THE OLD ENGLISH BARON, &C.;"CR n.s. 2: 476-7 (Aug 1791); MRn.s. 5: 466-7 (Aug 1791); AF II: 3715."
CHARLOTTE;CHARLOTTE. A TALE OF TRUTH. IN TWO VOLUMES.;"CR n.s. 1: 468-9 (Apr 1791 ); AF II: 3880."
MENTORIA;"MENTORIA; OR THE YOUNG LADY,S FRIEND: IN TWO VOLUMES. BY MRS. ROWSON, AUTHOR OF VICTORIA, &C. &C.";
MEMOIRS OF JULIA DE M*****;MEMOIRS OF JULIA DE M*****, A RECLAIMED COURTEZAN. FROM THE FRENCH OF LE CHEVALIER RUTLEDGE, AUTHOR OF LA QUINZAINE ANGLAISE. IN TWO VOLUMES.;"MR n.s. 5: 339 (July 1791); AF II: 3903."
WANLEY PENSON;"WANLEY PENSON; OR, THE MELANCHOLY MAN: A MISCELLANEOUS HISTORY. IN THREE VOLUMES.";"CR n.s. 4: 114-15 (Jan 1792); MR n.s. 7: 265-70 (Mar 1792); AF II: 3921."
THE INDIAN COTTAGE;THE INDIAN COTTAGE. TRANSLATED FROM THE FRENCH OF MONSIEUR DE ST. PIERRE, AUTHOR OF ETUDES DE LA NATURE, PAUL ET VIRGINIE, &C. &C.;
LINDOR AND ADELAYDE;"LINDOR AND ADELAYDE, A MORAL TALE. IN WHICH ARE EXHIBITED THE EFFECTS OF THE LATE FRENCH REVOLUTION ON THE PEASANTRY OF FRANCE. BY THE AUTHOR OF ""OBSERVATIONS ON DOCTOR PRICE'S REVOLUTION SERMON.""";"CR n.s. 1: 349 (July 1791); MR n.s. 5: 280-4 (July 1791); AF II: 3954."
LEON A SPARTAN STORY;LEON A SPARTAN STORY: IN TWO VOLUMES. BY HENRY SIDDONS, AUTHOR OF WILLIAM WALLACE.;"CR n.s. 4: 236 (Feb 1792); AF II: 4094."
WILLIAM WALLACE;WILLIAM WALLACE: OR, THE HIGHLAND HERO. A TALE, FOUNDED ON HISTORICAL FACTS. BY HENRY SIDDONS, AUTHOR OF MODERN BREAKFAST. IN TWO VOLUMES.;"CR n.s. 3: 235 (Oct 1791); AF II: 4097."
CELESTINA;CELESTINA. A NOVEL. IN FOUR VOLUMES. BY CHARLOTTE SMITH.;"CR n.s. 3: 318-23 (Nov 1791); MR n.s. 6: 286-91 (Nov 1791); AF II: 4131."
THE LAKE OF WINDERMERE;THE LAKE OF WINDERMERE, A NOVEL. BY THE EDITOR OF THE LETTERS OF MARIA.;"CR n.s. 3: 117 (Sept 1791); AF II: 4279."
THE LABYRINTHS OF LIFE;THE LABYRINTHS OF LIFE. A NOVEL. BY THE AUTHOR OF EXCESSIVE SENSIBILITY, AND FATAL FOLLIES. IN FOUR VOLUMES.;"CR n.s. 2: 234 (June 1791); MR n.s. 5: 337-8 (July 179l);AF II: 4447."
A SEQUEL TO THE PHILANTHROPIC RAMBLER;A SEQUEL TO THE PHILANTHROPIC RAMBLER. BY JANE TIMBURY, AUTHOR OF TOBIT, THE MALE COQUET, AND THE TRIUMPH OF FRIENDSHIP.;
THE ADVENTURES OF KING RICHARD COEUR-DE-LION;THE ADVENTURES OF KING RICHARD COEUR-DE-LION. TO WHICH IS ADDED, THE DEATH OF LORD FALKLAND: A POEM. BY J. WHITE, 550 1791 ESQ. AUTHOR OF EARL STRONGBOW, AND JOHN OF GAUNT. IN THREE VOLUMES.;"CR n.s. 2: 116 (May 1791); MR n.s. 6: 230-1 (Oct 1791); AF II: 4772."
SOLYMAN AND FATIMA;"SOLYMAN AND FATIMA; OR, THE SCEPTIC CONVINCED. AN EASTERN TALE. BY T. WRIGHT.";"MR n.s. 9: 338 (Nov 1792); AF II: 4953."
THE FAMILY PARTY;THE FAMILY PARTY. IN THREE VOLUMES.;EngR 20: 69 (July 1792).
ANNA MELVIL;ANNA MELVIL. A NOVEL. IN TWO VOLUMES.;EngR21: 147-8 (Feb 1793).
*ASHTON PRIORY;*ASHTON PRIORY. A NOVEL.;CRn.s. 7: 357 (Mar 1793).
THE BARONESS OF BEAUMONT;THE BARONESS OF BEAUMONT. A NOVEL. BY A LADY. A NARRATIVE FOUNDED ON OBSERVATION. THE OBJECT OF IT IS A PERFECT ACQUIESCENCE IN THE WILL OF THE GREAT DISPOSER OF EVENTS: WHILST IT SHEWS VIRTUE IN DIFFERENT CHARACTERS, IT WILL, IT IS HOPED, NOT BE FOUND DESTITUTE OF AMUSEMENT AND ORIGINALITY.;"MR n.s. 9: 107-8 (Sept 1792); AF II: 225."
A BUTLER'S DIARY;"A BUTLER'S DIARY; OR, THE HISTORY OF MISS EGGERTON. A NOVEL. IN TWO VOLUMES.";"CR n.s. 4: 236 (Feb 1792); AF II: 572."
THE CASTLE OF ST;THE CASTLE OF ST. VALLERY, AN ANCIENT STORY.;"MR n.s. 9: 337-8 (Nov 1792); AF II: 640."
THE CHILD OF PROVIDENCE;THE CHILD OF PROVIDENCE: A NOVEL, IN FOUR VOLUMES.;CRn.s. 9: 118 (Sept 1793).
EDELFRIDA;EDELFRIDA, A NOVEL.;"CR n.s. 6: 560-1 (App [Dec 1792/Jan 1793)); AF II: 1207."
ELIZABETH PERCY;"ELIZABETH PERCY; A NOVEL, FOUNDED ON FACTS. WRITTEN BY A LADY. IN TWO VOLUMES.";"EngR 20: 389 (Nov 1792); AF II: 1249."
ELVINA;"ELVINA; A NOVEL. IN TWO VOLUMES.";"CR n.s. 5: 233 (June 1792); AF II: 1266."
EMILY;EMILY: A NOVEL. IN THREE VOLUMES.;
EMILY;"EMILY; OR, THE FATAL PROMISE. A NORTHERN TALE, IN TWO VOLUMES.";CRn.s. 5: 234 (June 1792).
THE EXCURSION OF OSMAN;"THE EXCURSION OF OSMAN, THE SON OF ABDALLAH, LORD OF THE V ALLIES; A POLITICAL ROMANCE: INCLUDING SOME ANECDOTES RELATIVE TO A GREAT NORTHERN FAMILY.";AR 17 (Oct 1793): 203-6.
THE EXPEDITION OF LITTLE PICKLE;"THE EXPEDITION OF LITTLE PICKLE; OR, THE PRETTY PLOTTER.";"MR n.s. 8: 340 (July 1792); AF II: 1343."
THE FAIR IMPOSTOR;THE FAIR IMPOSTOR. A NOVEL. IN THREE VOLUMES.;
FANNY;"FANNY; OR, THE DESERTED DAUGHTER. A NOVEL. BEING THE FIRST LITERARY ATTEMPT OF A YOUNG LADY. IN TWO VOLUMES.";"MRn.s. 9: 212-13 (Oct 1792);AFII: 1375."
*FREDERIC AND LOUISA;"*FREDERIC AND LOUISA; A NOVEL. IN FOUR VOLUMES. BY TH AUTHOR OF ADELi E.";EngR 20: 389 ( o 1792).
FREDERICA;FREDERICA: OR THE E OIRS OF A YOUNG LADY. A NOVEL, I THREE VOL . BY L DY. DEDICATED TO HER ROYAL HIGHNESS THE D TCHESS OF YORK.;"CR n.s. 4: 4 2-3 ( pr I 92); 1R n.s. 8: 460 (Aug 1792); AF II: 1518."
GENEROSITY;GENEROSITY. A OVEL. I THREE VOLUMES.;"CR n.s. 4: 352 (Mar 1792); AF II: 1586."
*LADY ALMIRA GRANTHAM;*LADY ALMIRA GRANTHAM, IN A SERIES OF LETTERS, INTERSPERSED WITH SEVERAL INTERESTING STORIES, WRITTEN IN THE YEAR MDCCLXXXIX.;MRn.s. 9: 213-4 (Oct 1792).
MA TILDA FITZ-AUBIN;MA TILDA FITZ-AUBIN, A SKETCH. IN TWO VOLUMES.;CR n.s. 9: 117-18 (Sept 1793 ).
THE MODERN MINIATURE;THE MODERN MINIATURE. A NOVEL. IN TWO VOLUMES.;"MRn.s. 9: 108 (Sept 1792); AF II: 2905."
THE NOBLE ENTHUSIAST;"THE NOBLE ENTHUSIAST; A MODERN ROMANCE. IN THRE , UMES.";EngR20: 308 (Oct 1792).
ORLANDO AND LAVINIA;ORLANDO AND LAVINIA: OR, THE LIBERTINE. A NOVEL. IN FOUR VOLUMES. BY A LADY.;CRn.s. 5: 234 (June 1792).
*PHILARO AND ELEONORA;"*PHILARO AND ELEONORA; OR THE ORPHAN TWINS. DEDICATED BY PERMISSION TO THE DUCHESS OF DORSET.";"CR n.s. 6: 561 (App [Dec 1792/Jan 1793)); AF II: 3326."
*PREPOSSESSION;"*PREPOSSESSION; OR, MEMOIRS OF COUNT TOULOUSSIN. WRITTEN BY HIMSELF. IN 2 VOLS.";AR 13: 70 (May 1792).
*SIDNEY CASTLE;*SIDNEY CASTLE: OR THE SORROWS OF DE COURCI, A NOVEL, BY THE AUTHOR OF EDMUND, OR THE CHILD OF THE CASTLE.;CR n.s. 6: 561 (App [Dec 1792/Jan 1793] ).
*SOMERSET;"*SOMERSET; OR, THE DANGERS OF GREATNESS. A TALE, FOUNDED UPON HISTORIC TRUTHS.";EngR21: 147 (Feb 1793).
*THE VILLAGE LOVERS;"*THE VILLAGE LOVERS; A NOVEL.";EngR 19: 232 (Mar 1792).
MAN AS HE IS;MAN AS HE IS. A NOVEL. IN FOUR VOLUMES.;"MR n.s. 10: 297-302 (Mar 1793); AF II: 193."
CYANNA OF ATHENS;CYANNA OF ATHENS. A GRECIAN ROMANCE. IN TWO VOLUMES. FROM THE FRENCH OF THE BARON DE BILDERBEC.;EngR 21: 227 (Mar 1793).
MARY DE-CLIFFORD;MARY DE-CLIFFORD. A STORY. INTERSPERSED WITH MANY POEMS.;"CR n.s.4: 352-3 (Mar 1792);AFII: 519."
ARABIAN TALES;"ARABIAN TALES: OR, A CONTINUATION OF THE ARABIAN NIGHTS ENTERTAINMENTS. CONSISTING OF STORIES RELATED BY THE SULTANA OF THE INDIES, TO DIVERT HER HUSBAND FROM THE PERFORMANCE OF A RASH VOW; EXHIBITING A MOST INTERESTING VIEW OF THE RELIGION, LAWS, MANNERS, CUSTOMS, ARTS, AND LITERATURE, OF THE NATIONS OF THE EAST; AND AFFORDING A RICH FUND OF THE MOST PLEASING AMUSEMENT, WHICH FICTITIOUS WRITINGS CAN SUPPLY. IN FOUR VOLUMES. NEWLY TRANSLATED FROM THE ORIGINAL ARABIC INTO FRENCH, BY DOM CHAVIS, A NATIVE ARAB, AND M. CAZOTTE, MEMBER OF THE ACADEMY OF DIJON. AND TRANSLATED FROM THE FRENCH INTO ENGLISH, BY ROBERT HERON.";"CR n.s. 6: 297-306 (Nov 1792); MR n.s. 11: 153-60 (June 1793); AF II: 1924."
THE PEASANT;"THE PEASANT; OR, FEMALE PHILOSOPHER. A NOVEL. IN TWO VOLUMES.";CR n.s. 7: 357 (Mar 1793 ).
GONSALVO OF CORDOVA;GONSALVO OF CORDOVA: OR, THE CONQUEST OF GRENADA. BY M. FLORIAN, MEMBER OF THE FRENCH ACADEMY, AND ALSO THE ACADEMIES OF MADRID, FLORENCE, &C. TO WHICH IS PREFIXED,_A SKETCH OF THE HISTORY OF THE MOORS IN SPAIN. IN THREE VOLUMES. TRANSLATED FROM THE ORIGINAL FRENCH, BY MR. HERON.;
NEW TALES;NEW TALES. FROM THE FRENCH OF M. FLORIAN.;"CR n.s. 6: 449-53 (Dec 1792); MR n.s. 12: 212-13 (Oct 1793); AF II: 709."
ANECDOTES OF THE DELBOROUGH FAMILY;ANECDOTES OF THE DELBOROUGH FAMILY. A NOVEL. IN FIVE VOLUMES. BY MRS. GUNNING.;"CRn.s. 5: 234 (June 1792); MR n.s. 8: 316-19 (July 1792); AF II: 1760."
*THE PATHETIC HISTORY OF EGBERT AND LEONORA;*THE PATHETIC HISTORY OF EGBERT AND LEONORA. BY A YOUNG LADY, AUTHOR OF THE DEATH OF CAIN. FOUNDED ON REAL FACTS.;
ANNA ST;ANNA ST. IVES: A NOVEL. BY THOMAS HOLCROFT.;"CRn.s. 4: 460-1 (Apr 1792); MR n.s. 8: 151-5 (May 1792); AF II: 2000."
DOVEDELL HALL;"DOVEDELL HALL; OR, THE FORTUNATE EXILES. A NOVEL. INTERSPERSED WITH SOME ORIGINAL POETRY. BY W. HOLLOWAY.";
FITZROY;"FITZROY; OR, IMPULSE OF THE MOMENT. A NOVEL. IN TWO VOLUMES. BY MARIA HUNTER.";"CRn.s. 5: 234-5 (June 1792); AF II: 2122."
THE DOUBTFUL MARRIAGE A NARRATIVE DRAWN FROM CHARACTERS IN REAL LIFE;THE DOUBTFUL MARRIAGE A NARRATIVE DRAWN FROM CHARACTERS IN REAL LIFE.;"CRn.s. 6: 561 (App [Dec 1792/Jan 17931); AF II: 2138."
MARCUS FLAMINIUS;"MARCUS FLAMINIUS; OR, A VIEW OF THE MILITARY, POLITICAL, AND SOCIAL LIFE OF THE ROMANS: IN A SERIES OF LETTERS FROM A PATRICIAN TO HIS FRIEND; IN THE YEAR DCC.LXII FROM THE FOUNDATION OF ROME, TO THE YEAR DCC.LXIX. BY E. CORNELIA KNIGHT. IN TWO VOLUMES.";"MRn.s. 9: 164-9 (Oct 1792);AFII: 2416."
SLAVERY;SLAVERY: OR, THE TIMES. IN TWO VOLUMES. BY THE AUTHOR OF MONMOUTH, THE DANISH MASSACRE, &C.;"CR n.s. 9: 194-7 (Oct 1793); MR n.s. 10: 224-6 (Feb 1793); AF II: 2662."
THE COUNT DE HOENSDERN;"THE COUNT DE HOENSDERN; A GERMAN TALE. BY THE AUTHOR OF CONSTANCE, THE PHAROS, ARGUS, &C. &C. IN THREE VOLUMES.";"MR n.s. 12: 337-8 (Nov 1793); AF II: 2756."
INTEGRITY AND CONTENT;"INTEGRITY AND CONTENT, AN ALLEGORY; &C. &C. &C. BY CHARLOTTE PALMER.";"CRn.s. 6: 479 (Dec 1792); MR n.s. 9: 235 (Oct 1792); AF II: 3199."
IT IS AND IT IS NOT A NOVEL;IT IS AND IT IS NOT A NOVEL. IN TWO VOLUMES. BY CHARLOTTE PALMER.;"CR n.s. 4: 472 (Apr 1792); AF II: 3200."
THE FEMALE WERTER;THE FEMALE WERTER. A NOVEL. TRANSLATED FROM THE FRENCH OF M. PERRIN. IN TWO VOLUMES.;"CR n.s. 4: 235--6 (Feb 1792); MR n.s. 8: 337-9 (July 1792); AF II: 3310."
DELINEATIONS OF THE HEART;"DELINEATIONS OF THE HEART; OR, THE HISTORY OF HENRY BENNET. A TRAGI-COMI-SATIRIC ESSAY, ATTEMPTED IN THE MANNER OF FIELDING. IN THREE VOLUMES.";"CRn.s. 4: 472 (Apr 1792); MRn.s. 8: 107 (May 1792);AF II: 3680."
THE FILLE DE CHAMBRE;THE FILLE DE CHAMBRE, A NOVEL, IN THREE VOLUMES, BY THE AUTHOR OF THE INQUISITOR, &C. &C.;EngR22: 307 (Oct 1793).
DESMOND;DESMOND. A NOVEL, IN THREE VOLUMES. BY CHARLOTTE SMITH.;"CR n.s. 6: 99-105 (Sept 1792); MR n.s. 9: 406-13 (Dec 1792); AF II: 4132."
THEODORE;THEODORE, A DOMESTIC TALE, IN TWO VOLUMES.;
MEMOIRS OF A BARONESS;MEMOIRS OF A BARONESS. BY THE AUTHOR OF THE CONQUESTS OF THE HEART AND THE VICTIM OF FANCY. IN TWO VOLUMES.;MRn.s. 8: 460-1 (Aug 1792).
THE WANDERING ISLANDER;"THE WANDERING ISLANDER; OR, THE HISTORY OF MR. CHARLES NORTH. IN TWO VOLUMES.";"CR n.s. 8: 298-300 (July 1793 ); MR n.s. 12: 338-9 (Nov 1793 ); AF II: 4850."
TALES OF A PARROT;"TALES OF A PARROT; DONE INTO ENGLISH, FROM A PERSIAN MANUSCRIPT, INTITLED, TOOTI NAMEH. BY A TEACHER OF THE PERSIC, ARABIC, HEBREW, SYRIAC, CHALDAIC, GREEK, LATIN, ITALIAN, FRENCH, AND ENGLISH LANGUAGES.";"CRn.s. 6: 293-7 (Nov 1792); MR n.s. 10: 109 (Jan 1793)."
ARGAL;"ARGAL; OR THE SILVER DEVIL, BEING THE ADVENTURES OF AN EVIL SPIRIT, COMPRISING A SERIES OF INTERESTING ANECDOTES IN PUBLIC AND PRIVATE LIFE, WITH WHICH THE DEMON BECAME ACQUAINTED IN VARIOUS PARTS OF THE WORLD, DURING HIS CONFINEMENT IN THE METALLINE SUBSTANCE TO WHICH HE WAS CONDEMNED. RELATED BY HIMSELF. IN TWO VOLUMES.";"CR n.s. 9: 102-4 (Sept 1793); MR n.s. 12: 474-5 (Dec 1793); AF II: 134."
BELLEVILLE LODGE;BELLEVILLE LODGE, A NOVEL, IN TWO VOLUMES.;CRn.s. 7: 357 (Mar 1793).
THE ERRORS OF SENSIBILITY;THE ERRORS OF SENSIBILITY. A NOVEL. IN THREE VOLUMES.;CRn.s.10:473 (Apr 1794).
FREDERICA RISBERG;FREDERICA RISBERG, A GERMAN STORY, IN TWO VOLUMES.;CR n.s. 10: 473 (Apr 1794).
HARTLEBOURN CASTLE;HARTLEBOURN CASTLE: A DESCRIPTIVE ENGLISH TALE. IN TWO VOLUMES.;"CR n.s. 10: 235-6 (Feb 1794); AF II: 1825."
